feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,feat100,entropy
5.282045831505261,4.389358363312923,3.655058758702878,3.188547035067661,2.9200005762049455,2.705693504933481,2.629125864500708,2.56551556331256,2.381958107298198,2.210167946925267,3.9508322665617412,3.460521800011023,3.243221419444611,2.96402078216124,2.815934087473333,2.54584667745234,2.3475983917143313,2.153630025049533,1.937907088586716,1.8534074800100955,3.365025925811384,2.84822476566767,2.732034692344124,2.5673650134539963,2.4643085123298105,2.2960559829343405,2.2052301512441637,1.9597407559709106,1.8275683667034193,1.6940977093113236,2.7700300470681,2.3580614657818297,2.421018606282777,2.300632413223972,2.2326576594422867,2.0359266992345573,2.0911018100565446,1.825326555323548,1.611370518209185,1.6013373520733662,2.594407661572965,2.118430480716402,1.9378923048600034,2.0591520910272205,2.263845742430685,1.962917851963067,1.8828946260227228,1.6124963730792485,1.4095074120862205,1.3808464800043947,2.361364665210676,2.185602320432564,1.9768115959967019,1.776731816229917,1.6198517652463205,1.634708652409264,1.559778194412126,1.2891910241242635,1.1971423616167862,1.139670034381368,2.0377412728209263,1.7539893948345098,1.6609595047554426,1.6175386321533352,1.5059274946776662,1.3231548650479237,1.2858744918585716,1.1278502048382937,1.0409933501074238,1.132447020527374,1.756910033946982,1.5526424843214925,1.4309336985785945,1.5310111723701905,1.357254507998174,1.287663369945503,1.150550960487428,1.1032770691562142,1.0493507467996106,1.041416251204396,1.4788917940775976,1.3846445731975536,1.331295423255884,1.3154100977347063,1.2416982982957858,1.1064947074184206,1.0573073981227552,0.9496135675408023,0.9102636385706304,0.9103730339964412,1.3759856978884881,1.398107298085368,1.2316196377016433,1.2982651141631965,1.093644265666929,1.1064655199994942,1.0297958599828154,0.8984533836305346,0.8903415387278077,0.8455176623246422,13.101118425625833
