LL mean,LH mean,HL mean,HH mean,LL_var,LL_std_dev,LH_var,LH_std_dev,HL_var,HL_std_dev,HH_var,HH_std_dev,entropy,LL_entropy,LH_entropy,HL_entropy,HH_entropy,LL_blob,LH_blob,HL_blob,target
0.7765714141960786,0.0009160100392156872,0.0009632310980392167,0.00014146019607843153,0.33439248730336396,0.5782667959543968,0.008402607393911373,0.09166573729541139,0.004629824777176416,0.06804281576460822,0.0013111119626239372,0.03620928006221523,12.7114114827666,12.685759759137307,11.43263924345676,10.773575762936865,10.646055522953281,126,16,5,0
0.9995967255294119,0.002443862039215687,0.0008417905882352942,-0.00010259517647058878,0.4019947435063583,0.6340305540795004,0.007509494384403557,0.0866573388952347,0.004168313650145083,0.0645624786555247,0.0009163816072685581,0.030271795573909358,12.111961551660977,12.533242418959784,11.18441109232652,10.254301151446853,10.115705451427873,89,18,7,0
1.0041669187254902,-0.0008442846862745093,0.0010836796666666671,2.0480411764706256e-05,0.26639784126186633,0.5161374247832319,0.002138733852737577,0.04624644692014271,0.003322074900930823,0.05763744356692811,0.00038116709737106164,0.01952350115555767,11.339937846342975,12.4747582566678,10.156824874519105,9.616914482086017,9.360705463380933,68,2,8,0
0.9969869401568628,0.00173391537254902,0.001176119686274509,0.0003548326274509804,0.1638659058082863,0.4048035397674856,0.00557024987517422,0.0746341066481955,0.0077333402596433285,0.0879394124363094,0.0016092887863774158,0.04011594179845982,14.058602765592402,13.165029653741671,12.253420956713718,12.012956946527861,11.652419557431019,145,8,11,0
0.9050252572941178,-0.0008460609019607837,0.00038341211764706014,-5.089015686274556e-05,0.055554182301499055,0.2356993472657467,0.007577880579772213,0.08705102285310733,0.0075102918419743874,0.08666193998506141,0.004052152120664138,0.0636565167179617,14.019621855059428,13.283312379549445,13.126715535616347,12.979756351041264,12.836993492424195,66,0,3,0
0.7192523644509805,0.000729745901960785,-7.198880392156914e-05,0.00014993978431372606,0.33790426391691863,0.5812953327843934,0.005275549538994002,0.07263297831559712,0.007207994358325634,0.08489990788172642,0.001436856789433241,0.037905893861420036,13.22894788675888,12.890963815963694,11.675861638222267,11.534345534946413,10.994970694991192,97,9,12,0
0.8645180380392158,0.004656057686274512,0.0003840088627450983,-0.00011277752941176425,0.16143378504739764,0.4017882340828283,0.0054274160224030464,0.07367099851639752,0.004058059719906814,0.06370290197398243,0.0006078934765110437,0.024655495868285505,11.83254265464746,12.145411237397994,10.42839904512631,9.522603495888323,9.357763705391228,73,19,13,0
0.7017786240196079,-0.0016591524509803922,2.0571862745098212e-05,0.0002126504509803918,0.17401832830692143,0.41715504109014606,0.009107228452932855,0.09543180000886944,0.008904573762918307,0.0943640491019663,0.002420453946012561,0.04919810917111105,14.39845149115769,13.253341719859176,12.856217543625672,12.766178249934871,12.495566821552396,153,13,12,0
0.9031507264705884,0.001614837607843137,0.0003361265882352936,-7.86319999999999e-05,0.3073448702548876,0.5543869318940406,0.0031927076588744597,0.056504049933384946,0.0021127945497551133,0.0459651449443501,0.0003924223984927745,0.019809654173982304,12.42332403455082,12.774941393871439,9.335825705199241,9.19125028371914,8.31995414566124,65,8,5,0
0.8333803716274512,-4.1845235294117344e-05,0.00015649829411764807,0.00021005609803921596,0.21624364141350588,0.46502004409864517,0.010357191962258226,0.10177029017477658,0.007001128246718517,0.08367274494552283,0.0009894829574683757,0.03145604802686402,13.250434436312819,13.004094073582927,11.687162465644457,11.15598946484517,10.785545616391119,87,16,16,0
0.7902333802941177,0.0015537698235294115,0.0027469297058823534,-0.00028996774509803863,0.22318290440303667,0.47242237923603564,0.004025895719601,0.06344994656893732,0.0190922129490912,0.1381745741773471,0.0018321699966484682,0.04280385492742994,14.23283133819539,13.238284241516924,12.76674164645103,12.70240942531583,12.318183165479496,151,2,57,0
1.0455633247450982,0.0001994808235294113,-0.00101465243137255,0.00010640050980392143,0.1614395664985746,0.4017954286680905,0.0051388862236383314,0.07168602530227444,0.003226020525058836,0.05679806796941984,0.0015255221505272925,0.03905793325980386,13.04417351293152,12.882632338280631,11.058077786617714,10.63050091356855,10.158222022792962,52,1,0,0
1.1463517212549021,0.0007011114509803928,-4.847968627451107e-05,3.1784941176471176e-05,0.10067992914910637,0.31730100716686416,0.002405675473100864,0.04904768570586041,0.0031792673362595427,0.056384992118998674,0.0007230162507422051,0.026888961503602274,13.18667540323137,13.255583958297931,12.740305812302209,12.343973850484373,12.203355541996931,50,0,2,0
0.8841986477058824,0.0005268781764705887,-0.0005517012352941181,-1.7612176470587516e-05,0.126518006885828,0.3556936981249851,0.0005543634102788893,0.023544923237906072,0.0007038256488839801,0.026529712566931065,5.373560305129765e-05,0.007330457219798616,13.655807725770432,13.207780887992916,11.418601008183387,11.316126219778058,10.39573877364163,37,0,0,0
0.9456019362352943,-0.0005510922352941177,-0.000606013333333334,3.855686274516046e-07,0.12294494416498637,0.3506350583797724,0.001349978826422009,0.036742058004717276,0.002575968204510619,0.05075399693138087,0.00038835853642618504,0.01970681446673168,13.753231269938137,13.201232493647378,11.522705784488192,11.223760739770288,10.862310512837057,54,0,4,0
1.0197576884705883,0.0004119101568627448,0.0006297562745098045,0.00012414619607843084,0.12946837128559832,0.35981713589766445,0.003601958613417438,0.06001631955907858,0.0043994041900865056,0.06632800456885844,0.0005195154377446907,0.022792881295366996,12.987805328147942,12.910675984414697,10.30974051789053,10.627486769626115,9.529791869645868,80,10,5,0
0.7732946634901963,-0.001578429882352941,0.0006512542352941178,-0.00017718800000000035,0.21878028706653913,0.4677395504621553,0.007890413017865212,0.08882799681330887,0.0059242350793752155,0.07696905273793628,0.0011978963222225218,0.034610638858919116,12.566940789684978,12.550267005867596,11.804507377111618,11.126223117374094,11.254738852893169,113,10,7,0
1.1993094281176473,0.0011403831764705888,-0.0006288569803921568,2.4794313725490553e-05,0.18532198968208266,0.4304904060279191,0.00300549000372408,0.054822349491097884,0.0023867016079628725,0.04885388017305148,0.0004386903239035603,0.020944935519202734,12.878562963597066,12.983915424078956,11.772234089063659,10.808884656559059,10.887512311877204,50,4,0,0
0.8805779688039218,0.0003237490392156861,-0.0005321875882352947,-6.866019607842905e-06,0.1767042982135159,0.4203621036838548,0.0099324495392152,0.09966167537832785,0.010518943383556224,0.10256190025324328,0.002695652904783585,0.051919677433354544,14.722449673430074,13.282085913298797,13.11964312906585,13.058872980645171,12.817843965723936,155,14,17,0
0.795130184019608,0.000803541431372549,0.00010666366666666543,-3.226543137254886e-05,0.2102980587498674,0.4585826629407913,0.003332317559743889,0.057726229391359775,0.0014391070628300684,0.037935564617256834,0.00038799510889061584,0.019697591448972027,13.13487608416265,12.917208452210238,10.28832009234963,10.570796765818704,9.419536314548662,41,9,1,0
0.7166998267058825,0.0006232177647058819,-0.0007288766666666663,5.530474509803849e-05,0.09670429880143427,0.3109731480392387,0.004692413656565031,0.06850119456305145,0.0034850547028988997,0.05903435188853097,0.0009820335500623479,0.03133741454016824,13.123678592222456,13.156249538651467,11.59039280193937,11.503743105721309,11.110425779606624,60,6,3,0
0.9911019234901963,0.002058445960784314,-0.0008796658431372556,-1.732125490196108e-05,0.1459868950750345,0.38208231452794894,0.0013516074044305603,0.03676421363813675,0.0030765125598119234,0.055466319147856956,0.0004926519336805032,0.022195763867920906,14.589999168255634,13.268298483000704,12.235353873052219,12.654318922781203,11.723574931024624,45,0,1,0
